0.000000,6.945051,16.985215
0.100000,6.421473,16.314066
0.200000,5.816980,15.475248
0.220000,5.686259,15.281715
0.240000,5.552420,15.078023
0.260000,5.415610,14.863357
0.280000,5.276018,14.636820
0.300000,5.133893,14.397413
0.320000,4.989539,14.144033
0.340000,4.843319,13.875453
0.360000,4.695660,13.590316
0.380000,4.547048,13.287113
0.400000,4.398026,12.964181
0.420000,4.249185,12.619691
0.440000,4.101154,12.251645
0.460000,3.954587,11.857899
0.480000,3.810143,11.436189
0.500000,3.668471,10.984219
0.520000,3.530188,10.499793
0.540000,3.395862,9.981053
0.560000,3.265995,9.426847
0.580000,3.141008,8.837289
0.600000,3.021234,8.214521
0.620000,2.906915,7.563674
0.640000,2.798199,6.893845
0.660000,2.695147,6.218724
0.680000,2.597738,5.556272
0.700000,2.505884,4.926904
0.700000,2.505884,4.926904
0.720000,2.419436,4.350167
0.740000,2.338200,3.840904
0.760000,2.261947,3.406553
0.780000,2.190425,3.046736
0.800000,2.123368,2.755003
0.800000,2.123368,2.755003
0.820000,2.060500,2.521517
0.840000,2.001550,2.335526
0.860000,1.946250,2.186975
0.880000,1.894359,2.067307
0.900000,1.845581,1.969638
0.900000,1.845581,1.969638
0.920000,1.799731,1.888647
0.940000,1.756579,1.820304
0.960000,1.715920,1.761615
0.980000,1.677552,1.710355
1.000000,1.641322,1.664897
1.020000,1.607061,1.623952
1.040000,1.574623,1.586850
1.060000,1.543873,1.552668
1.080000,1.514618,1.521058
1.100000,1.486952,1.491564
1.100000,1.486952,1.491564
1.120000,1.460569,1.463920
1.140000,1.435420,1.437876
1.160000,1.411464,1.413257
1.180000,1.388601,1.389914
1.200000,1.366768,1.367722
1.300000,1.270708,1.270923
1.400000,1.192219,1.192270
1.500000,1.126919,1.126938
1.600000,1.071794,1.071800
1.700000,1.024679,1.024680
1.800000,0.983990,0.984003
1.900000,0.948546,0.948542
2.000000,0.917398,0.917398
