0.000000,6.945051,28.498122
0.100000,6.421473,27.826938
0.200000,5.816980,26.987958
0.220000,5.686259,26.794347
0.240000,5.552420,26.590546
0.260000,5.415610,26.375729
0.280000,5.276018,26.148978
0.300000,5.133893,25.909270
0.320000,4.989539,25.655461
0.340000,4.843319,25.386270
0.360000,4.695660,25.100255
0.380000,4.547048,24.795788
0.400000,4.398026,24.471024
0.420000,4.249185,24.123865
0.440000,4.101154,23.751913
0.460000,3.954587,23.352416
0.480000,3.810143,22.922201
0.500000,3.668471,22.457593
0.520000,3.530188,21.954316
0.540000,3.395862,21.407363
0.560000,3.265995,20.810858
0.580000,3.141008,20.157869
0.600000,3.021234,19.440216
0.620000,2.906915,18.648254
0.640000,2.798199,17.770714
0.660000,2.695147,16.794694
0.680000,2.597738,15.706072
0.700000,2.505884,14.490875
0.700000,2.505884,14.490875
0.720000,2.419436,13.138616
0.740000,2.338200,11.649170
0.760000,2.261947,10.044716
0.780000,2.190425,8.385070
0.800000,2.123368,6.775290
0.800000,2.123368,6.775290
0.820000,2.060500,5.344720
0.840000,2.001550,4.193636
0.860000,1.946250,3.348517
0.880000,1.894359,2.768178
0.900000,1.845581,2.383569
0.900000,1.845581,2.383569
0.920000,1.799731,2.130294
0.940000,1.756579,1.960618
0.960000,1.715920,1.842952
0.980000,1.677552,1.757527
1.000000,1.641322,1.692169
1.020000,1.607061,1.639926
1.040000,1.574623,1.596143
1.060000,1.543873,1.558145
1.080000,1.514618,1.524265
1.100000,1.486952,1.493461
1.100000,1.486952,1.493461
1.120000,1.460569,1.465041
1.140000,1.435420,1.438543
1.160000,1.411464,1.413657
1.180000,1.388601,1.390154
1.200000,1.366768,1.367866
1.300000,1.270708,1.270937
1.400000,1.192219,1.192280
1.500000,1.126919,1.126946
1.600000,1.071794,1.071809
1.700000,1.024679,1.024689
1.800000,0.983990,0.983996
1.900000,0.948546,0.948552
2.000000,0.917398,0.917398
