0.000000,9.265745,30.064558
0.100000,8.934436,29.567422
0.200000,8.552665,28.946003
0.220000,8.469706,28.802599
0.240000,8.384453,28.651647
0.260000,8.296876,28.492535
0.280000,8.206954,28.324584
0.300000,8.114674,28.147036
0.320000,8.020035,27.959044
0.340000,7.923047,27.759659
0.360000,7.823733,27.547813
0.380000,7.722133,27.322300
0.400000,7.618301,27.081754
0.420000,7.512312,26.824621
0.440000,7.404258,26.549126
0.460000,7.294252,26.253231
0.480000,7.182430,25.934587
0.500000,7.068948,25.590474
0.520000,6.953983,25.217724
0.540000,6.837736,24.812631
0.560000,6.720425,24.370836
0.580000,6.602286,23.887190
0.600000,6.483573,23.355585
0.620000,6.364551,22.768759
0.640000,6.245494,22.118078
0.660000,6.126681,21.393324
0.680000,6.008393,20.582554
0.700000,5.890905,19.672180
0.700000,5.890905,19.672180
0.720000,5.774486,18.647569
0.740000,5.659393,17.494741
0.760000,5.545865,16.204116
0.780000,5.434123,14.777526
0.800000,5.324370,13.238981
0.800000,5.324370,13.238981
0.820000,5.216777,11.646072
0.840000,5.111499,10.091935
0.860000,5.008661,8.684816
0.880000,4.908365,7.508357
0.900000,4.810735,6.591429
0.900000,4.810735,6.591429
0.920000,4.715688,5.911149
0.940000,4.623393,5.418417
0.960000,4.533823,5.061720
0.980000,4.446971,4.798791
1.000000,4.362822,4.598932
1.020000,4.281343,4.441187
1.040000,4.202504,4.311757
1.060000,4.126227,4.201655
1.080000,4.052482,4.105058
1.100000,3.981199,4.018170
1.100000,3.981199,4.018170
1.120000,3.912308,3.938528
1.140000,3.845738,3.864485
1.160000,3.781267,3.794912
1.180000,3.719270,3.729052
1.200000,3.659232,3.666350
1.300000,3.388073,3.389659
1.400000,3.159214,3.159589
1.500000,2.965212,2.965308
1.600000,2.799907,2.799943
1.700000,2.658310,2.658313
1.800000,2.536326,2.536357
1.900000,2.430690,2.430650
2.000000,2.338532,2.338532
