0.000000,9.881635,30.122365
0.100000,9.578837,29.631652
0.200000,9.229461,29.018262
0.220000,9.153366,28.876710
0.240000,9.075071,28.727708
0.260000,8.994528,28.570653
0.280000,8.911692,28.404872
0.300000,8.826524,28.229618
0.320000,8.738991,28.044055
0.340000,8.649070,27.847246
0.360000,8.556747,27.638138
0.380000,8.462018,27.415540
0.400000,8.364894,27.178104
0.420000,8.265401,26.924296
0.440000,8.163581,26.652365
0.460000,8.059495,26.360302
0.480000,7.953226,26.045790
0.500000,7.844879,25.706147
0.520000,7.734582,25.338253
0.540000,7.622487,24.938460
0.560000,7.508773,24.502485
0.580000,7.393643,24.025274
0.600000,7.277327,23.500849
0.620000,7.160069,22.922127
0.640000,7.042145,22.280729
0.660000,6.923841,21.566809
0.680000,6.805459,20.768979
0.700000,6.687307,19.874484
0.700000,6.687307,19.874484
0.720000,6.569700,18.869943
0.740000,6.452950,17.743202
0.760000,6.337359,16.487180
0.780000,6.223223,15.106664
0.800000,6.110814,13.628071
0.800000,6.110814,13.628071
0.820000,6.000386,12.108641
0.840000,5.892166,10.635789
0.860000,5.786357,9.306742
0.880000,5.683126,8.193848
0.900000,5.582614,7.320558
0.900000,5.582614,7.320558
0.920000,5.484930,6.665585
0.940000,5.390156,6.184995
0.960000,5.298341,5.832492
0.980000,5.209513,5.569604
1.000000,5.123692,5.367952
1.020000,5.040809,5.207844
1.040000,4.960876,5.076118
1.060000,4.883832,4.964072
1.080000,4.809607,4.865979
1.100000,4.738112,4.778060
1.100000,4.738112,4.778060
1.120000,4.669291,4.697823
1.140000,4.603046,4.623583
1.160000,4.539284,4.554162
1.180000,4.477772,4.488750
1.200000,4.418826,4.426771
1.300000,4.154558,4.156383
1.400000,3.934307,3.934762
1.500000,3.748845,3.748976
1.600000,3.590947,3.591009
1.700000,3.455170,3.455188
1.800000,3.337291,3.337371
1.900000,3.234187,3.234128
2.000000,3.142842,3.142842
