0.000000,13.815511
0.100000,12.473081
0.200000,10.875527
0.220000,10.521417
0.240000,10.155260
0.260000,9.777076
0.280000,9.387091
0.300000,8.985816
0.320000,8.574130
0.340000,8.153390
0.360000,7.725534
0.380000,7.293187
0.400000,6.859722
0.420000,6.429261
0.440000,6.006554
0.460000,5.596735
0.480000,5.204922
0.500000,4.835746
0.520000,4.492885
0.540000,4.178719
0.560000,3.894194
0.580000,3.638919
0.600000,3.411420
0.620000,3.209497
0.640000,3.030560
0.660000,2.871913
0.680000,2.730957
0.700000,2.605301
0.700000,2.605301
0.720000,2.492826
0.740000,2.391692
0.760000,2.300327
0.780000,2.217401
0.800000,2.141791
0.800000,2.141791
0.820000,2.072553
0.840000,2.008893
0.860000,1.950140
0.880000,1.895726
0.900000,1.845168
0.900000,1.845168
0.920000,1.798053
0.940000,1.754026
0.960000,1.712780
0.980000,1.674051
1.000000,1.637604
1.020000,1.603238
1.040000,1.570774
1.060000,1.540052
1.080000,1.510933
1.100000,1.483290
1.100000,1.483290
1.120000,1.457013
1.140000,1.432000
1.160000,1.408161
1.180000,1.385413
1.200000,1.363684
1.300000,1.268135
1.400000,1.190034
1.500000,1.125031
1.600000,1.070129
1.700000,1.023191
1.800000,0.982648
1.900000,0.947317
2.000000,0.916290
