Representative_Sequence	total	A23.C0	CreativEruC00	CreativEruC02	CreativEruC03	CreativEruC06	CreativEruC08	CreativEruC10	CreativEruC12	CreativEruC14	CreativEruC16	CreativEruC19	CreativEruC21	CreativEruC23	CreativEruC25	CreativEruC27	CreativEruC29	CreativEruC31	CreativEru_A01	CreativEru_A07	CreativEru_A09	CreativEru_A10	CreativEru_A13	CreativEru_A18	CreativEru_Y04	CreativEru_Y07	CreativEru_Y10	CreativEru_Y13	CreativEru_Y16	CreativEru_Y19	CreativEru_Y23	Y27.CN2	
Mpick957	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0
Mpick958	88	12	2	12	1	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	4	2	8	10	1	1	0	0	26	0	0	4
Mpick959	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	3	0	2	0	0	0	0	0	0	0	0
Mpick960	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	11	0	0	0	0	0	0	0	0
Mpick961	12	0	3	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	1	1	0	0	0	0	0	0	0	0	0	0
Mpick962	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	22	7	0	1	0	0	0	0	0	0	0	0
Mpick963	12	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0
Mpick964	58	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	10	2	4	3	24	0	1	1	0	0	0	0	2
Mpick965	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0
Mpick966	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0
Mpick967	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0
Mpick968	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	3
Mpick969	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0
Mpick970	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0
Mpick971	12	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	2	0	0	0	0	0	1	0
Mpick972	6	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0
Mpick973	106	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	106	0	0	0	0	0	0	0	0
Mpick974	8	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	2	0	0	0	0	0	0	0	0
Mpick975	28	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	19	3	2	0	0	0	2	1	1	0
Mpick976	7	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	5	0	0	0	0	1	0	0	0	0	0	0	0	0
Mpick977	18	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	4	2	6	0	1	1	0	2	1	0
Mpick978	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	4	3	0	0	0	0	0	0
Mpick979	37	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16	7	0	0	0	11	3	0	0	0	0	0	0
Mpick980	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	0	0	0	0	0	0	0
Mpick981	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0
Mpick982	17	0	1	0	2	2	0	2	0	0	1	0	0	0	0	0	0	0	7	0	0	0	0	0	2	0	0	0	0	0	0	0
Mpick983	51	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	24	6	11	2	7	1	0	0	0	0	0	0
Mpick984	17	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	10	0	1	0	1	0	0	0
Mpick985	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0
Mpick986	6	0	0	0	0	0	0	0	0	1	0	0	0	0	0	4	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
Mpick987	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0
Mpick988	2	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
Mpick989	28	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	22	0	0	0	3	0	0	0	0	0	0
Mpick990	6	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Mpick991	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0
Mpick992	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	6	0	0	0	3	0	0	0	0	0	0
Mpick993	71	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	40	14	0	13	2	0	0
Mpick994	87	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	60	0	0	1	0	0	26	0	0
Mpick995	77	0	0	10	0	3	0	0	10	1	3	6	3	8	8	25	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Mpick996	136	0	7	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	3	0	2	119	0	0
Mpick997	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0
Mpick998	18	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	1	5	3	0	0	3	1	0	0	0	0	0	0
Mpick999	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0
Mpick1000	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0
Mpick1001	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0
Mpick1002	25	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	3	0	0	1	16	0	0	0	0	0	0
Mpick1003	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	1	0
Mpick1004	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0
Mpick1005	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0
Mpick1006	480	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	5	24	257	159	29	0	0	0	0	0	0	1	0
Mpick1007	81	0	0	0	0	0	0	0	7	14	15	16	5	1	0	0	16	6	0	0	0	1	0	0	0	0	0	0	0	0	0	0
Mpick1008	16	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	2	0	5	0	0	0
Mpick1009	3	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0
Mpick1010	40	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	23	0	0	16	0	0	0	0	0	0
Mpick1011	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0
Mpick1012	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0
Mpick1013	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0
Mpick1014	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0
Mpick1015	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	6	0	0	0	0	0
Mpick1016	16	0	0	9	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Mpick1017	8	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	3	0	0	1	0	0
Mpick1018	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	2	2	1	1	0	0	0	0
Mpick1019	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	2	1	0	0	0	0	0
Mpick1020	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	2	1	0	0	0	0	0
Mpick1021	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0
Mpick1022	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	2	0	0	0	0
Mpick1023	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	5	2	0	0	0	2	2	0	0	0	0	0
Mpick1024	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0
Mpick1025	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	1	3	2	3	0	0	0
Mpick1026	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0
Mpick1027	6	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	1	0	0
Mpick1028	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	3	0	0	1	0	0	0
Mpick1029	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0
Mpick1030	27	0	1	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	11
Mpick1031	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13
Mpick1032	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15
Mpick1033	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	3
Mpick1034	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	1
Mpick1035	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3
Mpick1036	978	0	19	233	101	140	123	62	47	56	62	23	16	4	21	12	31	8	0	0	0	0	0	2	1	0	0	0	0	17	0	0
Mpick1037	494	0	0	49	18	42	35	31	53	26	42	44	13	20	44	40	28	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Mpick1038	64	0	1	0	0	3	1	4	6	1	5	16	7	4	5	4	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Mpick1039	406	0	0	97	26	5	8	10	26	2	3	2	1	1	11	19	9	8	0	2	3	6	115	52	0	0	0	0	0	0	0	0
Mpick1040	420	0	36	108	51	19	13	3	5	2	1	0	0	0	0	1	0	0	3	0	31	116	10	7	0	0	1	0	9	3	0	1
Mpick1041	925	0	3	4	2	7	4	3	4	3	7	5	11	70	153	194	250	204	0	0	0	0	0	1	0	0	0	0	0	0	0	0
Mpick1042	78	2	1	22	1	0	0	0	1	0	0	0	0	0	0	1	2	0	0	0	14	7	2	0	0	1	4	0	0	4	9	7
Mpick1043	18934	0	5	642	432	1534	2249	1449	1499	1540	1312	762	778	814	643	2128	2047	1099	1	0	0	0	0	0	0	0	0	0	0	0	0	0
Mpick1044	51	0	2	9	1	0	1	5	10	5	2	4	0	1	1	1	4	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Mpick1045	8	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Mpick1046	1111	30	1	8	15	22	42	67	70	73	66	31	31	37	28	118	107	81	0	0	5	1	0	3	0	4	5	0	0	57	4	205
Mpick1047	1199	0	36	81	25	30	49	97	324	55	175	80	26	16	43	35	50	35	0	0	0	0	0	5	0	0	1	0	0	22	14	0
Mpick1048	453	11	13	38	8	12	5	4	15	17	17	28	1	0	1	0	51	3	0	0	3	8	0	10	0	10	65	0	0	9	9	115
Mpick1049	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7
Mpick1050	4	0	2	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
Mpick1051	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4
Mpick1052	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3
Mpick1053	3	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Mpick1054	4	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0
Mpick1055	2	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
Mpick1056	15	3	0	2	0	0	0	0	0	0	0	1	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7
Mpick1057	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
Mpick1058	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	6
Mpick1059	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
Mpick1060	10	0	0	8	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Mpick1061	380	345	0	6	9	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	1	0	2	7	0	4	3	0	0	0	0	0
Mpick1062	2811	35	0	22	492	137	109	148	122	281	102	66	84	114	68	114	157	65	0	0	0	0	3	1	0	8	19	0	11	195	30	428
Mpick1063	33	1	0	0	6	4	0	3	3	3	4	0	1	2	0	2	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	2
Mpick1064	29	5	0	1	8	1	1	1	1	3	1	0	1	1	0	2	1	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0
Mpick1065	39	0	0	1	12	0	1	4	0	3	1	3	2	1	0	0	3	3	0	0	0	0	0	0	0	0	0	0	0	3	0	2
Mpick1066	690	100	0	12	160	39	14	19	39	68	24	11	22	12	22	31	21	7	0	0	9	31	4	31	0	0	5	0	0	7	0	2
Mpick1067	543	218	0	4	75	13	25	29	18	36	30	6	12	11	8	22	16	7	0	0	0	1	4	5	0	0	0	0	0	0	0	3
Mpick1068	7604	14	0	5	148	54	17	24	7	2	2	0	1	0	0	0	0	0	1	0	0	3	1	3	0	464	1271	3648	611	107	389	832
Mpick1069	1261	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	1	0	0	0	0	0	0	79	217	962
Mpick1070	5	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0
Mpick1071	38	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	38	0	0
Mpick1072	33	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	30	1	0
Mpick1073	39	0	0	5	5	2	3	1	0	0	0	0	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	10	1	1
Mpick1074	9	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	1	0
Mpick1075	5	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	2	0	0
Mpick1076	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	2	1	9
Mpick1077	18	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	18	0	0
Mpick1078	25	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	5	0	0	0	5	10	0
Mpick1079	78	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	78	0	0
Mpick1080	16	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	0	0
Mpick1081	46	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	44	2	0
Mpick1082	28	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	27	0	0
Mpick1083	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0
Mpick1084	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0
Mpick1085	24	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	24	0	0
Mpick1086	2	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
Mpick1087	17	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15	2	0
Mpick1088	3	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0
Mpick1089	2	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
Mpick1090	2	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
Mpick1091	6	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	1
Mpick1092	9	4	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0
Mpick1093	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	1	0	0
Mpick1094	12	4	1	0	5	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
Mpick1095	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0
Mpick1096	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0
Mpick1097	5	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
Mpick1098	12	0	0	2	5	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	1	0	0	0	0	0	0	0	0	0
Mpick1099	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	4	1	0
Mpick1100	5	0	2	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
Mpick1101	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0
Mpick1102	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	3	0	1	0	0	0	0	0	0	0	0
Mpick1103	2300	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	171	771	879	65	409	1	0	0	0	0	1	0	0
Mpick1104	90	0	0	3	4	0	0	0	0	0	0	0	0	0	0	0	0	0	31	1	19	22	0	2	8	0	0	0	0	0	0	0
Mpick1105	84	0	0	11	4	0	1	0	0	0	0	0	0	0	0	0	0	0	34	2	12	5	1	0	1	0	2	0	0	1	10	0
Mpick1106	80	0	8	28	5	6	0	0	0	0	0	0	0	0	0	0	0	0	4	1	0	0	1	0	0	0	0	0	0	7	20	0
Mpick1107	110	2	11	52	8	0	0	0	0	1	0	0	0	0	0	0	0	0	24	0	3	1	0	3	4	0	0	0	0	0	0	1
Mpick1108	209	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	16	2	0	2	0	0	0	2	0	12	142	18
Mpick1109	10	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	5	0	0	0	0	0	0	0	1
Mpick1110	37	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	3	0	0	1	0	0	4	17	4
Mpick1111	65	11	1	3	2	1	0	0	1	0	2	0	0	0	0	0	0	0	0	1	3	9	0	0	0	0	3	0	3	1	14	10
Mpick1112	6745	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	1	0	0	0	0	0	25	1	0	1	27	5321	493	584	283
Mpick1113	62	38	6	1	5	4	0	0	0	0	0	0	0	0	0	1	3	2	0	0	0	0	0	0	0	1	0	0	0	0	0	1
Mpick1114	22	0	11	2	6	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Mpick1115	14	0	10	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Mpick1116	3	0	1	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Mpick1117	44	24	0	0	0	0	0	0	0	0	0	0	0	1	3	1	4	1	0	0	0	0	0	0	0	0	0	0	1	0	3	6
Mpick1118	32	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	24	0	0	0	0	0	0	0	0
Mpick1119	142	26	3	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	7	6	23	53	2	2	2	3	1	2	6	0
Mpick1120	55	10	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	1	9	2	8	16	1	0	0	0	3	0	3	0
Mpick1121	82	10	10	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	4	3	8	2	15	10	10	1	0	2	1	0	5	0
Mpick1122	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	4	5
Mpick1123	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
Mpick1124	28	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	20	0	0	0	0	0	6	1	0
Mpick1125	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0
Mpick1126	11	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	5	0	0	0	0	0	1	0	1	1
Mpick1127	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
Mpick1128	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0
Mpick1129	16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	2	0	0	0	3	10
Mpick1130	2463	16	18	517	969	265	116	40	48	7	21	5	9	1	5	13	12	6	9	2	80	30	14	11	11	141	12	2	26	7	10	40
Mpick1131	640	25	20	132	190	72	34	17	11	41	9	2	7	3	3	4	11	2	4	2	7	0	4	1	5	10	1	0	0	0	16	7
Mpick1132	1106	220	2	97	174	92	89	36	50	37	35	15	19	16	21	31	30	8	0	0	7	7	45	11	1	13	0	0	7	8	18	17
Mpick1133	4	0	0	0	1	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Mpick1134	3	0	0	0	2	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Mpick1135	2238	217	18	115	179	65	76	51	71	36	40	28	18	29	131	233	369	160	20	1	2	3	32	68	19	49	5	1	18	60	45	79
Mpick1136	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0
Mpick1137	4839	122	15	14	61	42	17	17	19	17	3	1	0	6	1	8	2	0	7	1	3	0	71	5	159	2074	343	153	154	360	867	297
Mpick1138	71	0	0	0	0	20	3	12	1	7	2	3	2	0	0	2	10	6	0	0	0	0	0	0	0	0	0	0	1	1	1	0
Mpick1139	3	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0
Mpick1140	19	0	9	1	5	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	2	0	0	0	0	0	0	0	0	0	0
Mpick1141	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	5	0	0	0	0	0	0	0	0	0	0	0	1	0
Mpick1142	18	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	3	0	0	2	8	0
Mpick1143	1056	64	16	4	27	12	9	9	15	11	5	0	5	0	0	1	2	4	13	48	121	95	223	228	41	36	3	3	4	15	36	6
Mpick1144	549	4	0	2	0	12	1	16	103	35	147	22	36	18	30	36	29	31	0	0	0	0	2	11	0	0	0	0	0	12	2	0
Mpick1145	13	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Mpick1146	4	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Mpick1147	3	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Mpick1148	3	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Mpick1149	3	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
